Subgroup,Outcome,Model,Type,lag0,lag1,lag2,lag3,lag4,lag5,lag6,lag7
Region: Western,SMI,GLM,matRRhigh,1.523480728,0.948339154,2.647553602,1.582870921,1.107323332,1.092927984,3.117651453,0.891721455
Region: Western,PMAD,GLM,matRRfit,0.974674562,1.070609505,1.107577715,1.160359298,0.921439762,0.938039557,0.844213828,1.32509713
Region: Western,PMAD,GLM,matRRlow,0.821927286,0.883317084,0.919189805,0.965181098,0.763349867,0.774368104,0.691408548,1.121844109
Region: Western,PMAD,GLM,matRRhigh,1.155808451,1.297614111,1.334575719,1.395006288,1.112270102,1.136304822,1.030789956,1.565175046
Region: Western,MDP,GLM,matRRfit,0.925099237,1.021588788,1.096731461,1.050624823,1.061835588,0.858839499,0.958831468,1.197296605
Region: Western,MDP,GLM,matRRlow,0.792010313,0.858784046,0.928139913,0.890270173,0.900274636,0.724519748,0.805872047,1.032666268
Region: Western,MDP,GLM,matRRhigh,1.080552341,1.215257382,1.295946743,1.239862407,1.252389849,1.018060979,1.140823517,1.388172738
Region: Western,SUB,GLM,matRRfit,0.94455183,1.115057521,0.930950809,1.122402262,1.082688769,1.018673159,0.860532932,1.101553798
Region: Western,SUB,GLM,matRRlow,0.81414398,0.944438538,0.792490021,0.959499986,0.925920709,0.869764607,0.72848585,0.952968854
Region: Western,SUB,GLM,matRRhigh,1.095848132,1.316499936,1.093602929,1.312961809,1.265999302,1.193075685,1.016515184,1.273305801
Region: Western,SMM,GLM,matRRfit,1.267958115,1.021702394,0.78590279,1.387170747,1.175784775,0.769198627,1.526229896,0.869488583
Region: Western,SMM,GLM,matRRlow,0.963840164,0.74281836,0.576311916,1.036679838,0.877235981,0.567940891,1.137483342,0.662022915
Region: Western,SMM,GLM,matRRhigh,1.668033602,1.405290766,1.071716858,1.856159067,1.575938364,1.041774835,2.047834556,1.141970133
Region: Piedmont,GDM,GLM,matRRfit,0.953194791,0.930770236,1.04016966,1.045642962,0.915115712,1.005621419,0.978297786,0.926017389
Region: Piedmont,GDM,GLM,matRRlow,0.872349847,0.842105092,0.946387429,0.953202481,0.833264559,0.914119716,0.884524162,0.846418711
Region: Piedmont,GDM,GLM,matRRhigh,1.041532034,1.028770923,1.143245237,1.147048216,1.005007062,1.106282274,1.082012904,1.013101664
Region: Piedmont,PTB,GLM,matRRfit,0.973527089,0.992944534,0.976140193,1.017888978,1.048556599,1.001973764,0.997845539,0.990029609
Region: Piedmont,PTB,GLM,matRRlow,0.897517622,0.906062359,0.894987855,0.935499342,0.963977232,0.91928207,0.911157915,0.913494517
Region: Piedmont,PTB,GLM,matRRhigh,1.055973688,1.088157827,1.064650957,1.107534688,1.140556962,1.092103779,1.092780629,1.072977023
Region: Piedmont,HDP,GLM,matRRfit,0.990820678,0.974573063,0.995967962,1.030902085,1.026002586,0.939473606,1.062009364,0.951940779
Region: Piedmont,HDP,GLM,matRRlow,0.919207365,0.895155583,0.918767991,0.95312407,0.948399203,0.866388082,0.97574167,0.882733273
Region: Piedmont,HDP,GLM,matRRhigh,1.068013218,1.061036398,1.079654701,1.115027038,1.109955916,1.018724373,1.155904196,1.026574248
Region: Piedmont,SMI,GLM,matRRfit,1.386607799,0.641259813,1.079635868,1.005861816,1.259709077,0.898621838,0.92188693,0.684356811
Region: Piedmont,SMI,GLM,matRRlow,1.061590163,0.463621091,0.802127225,0.751066252,0.940984835,0.663668294,0.665402068,0.501060393
Region: Piedmont,SMI,GLM,matRRhigh,1.811133201,0.886961693,1.453153032,1.347095533,1.686389514,1.216754237,1.277236055,0.934706177
Region: Piedmont,PMAD,GLM,matRRfit,1.03359427,0.925597872,1.057447513,1.005032976,1.068258693,0.932175843,1.003788175,1.00268871
Region: Piedmont,PMAD,GLM,matRRlow,0.927738773,0.818139371,0.941010844,0.896215133,0.952602962,0.827840528,0.885027528,0.897483467
Region: Piedmont,PMAD,GLM,matRRhigh,1.151527936,1.047170508,1.188291559,1.127063408,1.197956212,1.049660863,1.138485153,1.120226372
Region: Piedmont,MDP,GLM,matRRfit,1.00524826,0.96302111,1.032142572,1.013280376,1.043738053,0.936128275,1.06068802,0.934369599
Region: Piedmont,MDP,GLM,matRRlow,0.921362494,0.872215677,0.939452196,0.924128735,0.951729126,0.850880332,0.959180552,0.854333553
Region: Piedmont,MDP,GLM,matRRhigh,1.096771434,1.063280198,1.133978178,1.111032567,1.144641994,1.029917034,1.172937747,1.021903616
Region: Piedmont,SUB,GLM,matRRfit,0.945383455,1.027763492,1.061560255,0.974884746,1.090648446,0.912487568,1.002225773,0.997533832
Region: Piedmont,SUB,GLM,matRRlow,0.860984388,0.925471992,0.960601377,0.883588145,0.989025061,0.824561345,0.900849476,0.907792271
Region: Piedmont,SUB,GLM,matRRhigh,1.038055844,1.141361169,1.173129877,1.075614553,1.202713743,1.009789709,1.115010362,1.096146969
Region: Piedmont,SMM,GLM,matRRfit,1.008654217,0.827032479,1.070981494,1.162638397,0.992811309,0.962011846,1.157658586,0.917482048
Region: Piedmont,SMM,GLM,matRRlow,0.833430024,0.666638095,0.877296057,0.956980112,0.81569901,0.787059078,0.939049836,0.761129582
Region: Piedmont,SMM,GLM,matRRhigh,1.220718356,1.026018053,1.307427923,1.412493349,1.208379909,1.175854287,1.427158976,1.105952689
Intensity: High,GDM,GLM,matRRfit,0.977257282,0.991618401,1.086813405,0.995130956,0.91340275,1.135022333,0.86413198,1.119063887
Intensity: High,GDM,GLM,matRRlow,0.871090795,0.873354241,0.965569585,0.88337947,0.810043917,1.008020148,0.759137372,0.999636484
Intensity: High,GDM,GLM,matRRhigh,1.09636309,1.125897151,1.223281466,1.12101951,1.029949817,1.278025741,0.983648161,1.252759382
Intensity: High,PTB,GLM,matRRfit,0.961318354,0.982271635,1.010549483,1.094105944,1.040915386,0.955314316,0.998293466,1.028259962
Intensity: High,PTB,GLM,matRRlow,0.86750699,0.877289761,0.910586512,0.98626426,0.93760155,0.85897118,0.89115938,0.929645234
Intensity: High,PTB,GLM,matRRhigh,1.065274389,1.099816284,1.121486255,1.213739425,1.155613321,1.062463403,1.118307081,1.137335525
Intensity: High,HDP,GLM,matRRfit,0.969958816,0.976374693,1.069203954,0.947855559,1.027688236,1.017017211,0.886746965,1.161936908
Intensity: High,HDP,GLM,matRRlow,0.879927725,0.877310791,0.967645505,0.856993067,0.929465085,0.918555101,0.795101473,1.057187779
Intensity: High,HDP,GLM,matRRhigh,1.069201571,1.086624662,1.181421388,1.048351725,1.136291322,1.12603371,0.988955757,1.277064874
Intensity: High,SMI,GLM,matRRfit,1.021950624,1.084573654,1.16077398,1.153913838,1.249473913,0.6869962,0.92499646,1.695880986
Intensity: High,SMI,GLM,matRRlow,0.809278613,0.843771865,0.922361657,0.913915809,0.988923691,0.538282407,0.713006852,1.372817004
Intensity: High,SMI,GLM,matRRhigh,1.290511153,1.39409722,1.460811192,1.456936331,1.578670906,0.876795846,1.200014347,2.094971368
Intensity: High,PMAD,GLM,matRRfit,0.971914257,0.98091198,0.865295433,1.083389595,1.082021869,0.903945996,0.951952645,1.132631942
Intensity: High,PMAD,GLM,matRRlow,0.853273075,0.848558596,0.754062993,0.94754976,0.945689488,0.787281439,0.822998509,0.998382036
Intensity: High,PMAD,GLM,matRRhigh,1.1070516,1.133909099,0.99293586,1.238703302,1.238008183,1.037898678,1.10111237,1.284934093
Intensity: High,MDP,GLM,matRRfit,1.015416464,1.02844499,0.869319739,1.043637863,1.007853236,1.013923582,0.959860967,1.12680154
Intensity: High,MDP,GLM,matRRlow,0.910487929,0.91047664,0.773526647,0.93103553,0.898514533,0.903327223,0.849111284,1.012570915
Intensity: High,MDP,GLM,matRRhigh,1.132437415,1.161698226,0.976975791,1.169858673,1.130497179,1.138060498,1.085055743,1.253918805
Intensity: High,SUB,GLM,matRRfit,1.041751889,0.947524714,1.071884622,1.028645584,0.950367385,1.054868382,0.92119073,1.071823212
Intensity: High,SUB,GLM,matRRlow,0.932619742,0.837441497,0.955869243,0.916682294,0.84615771,0.939766344,0.813250979,0.960124391
Intensity: High,SUB,GLM,matRRhigh,1.163654328,1.072078572,1.201980972,1.154284037,1.067411142,1.18406805,1.043456919,1.196516836
Intensity: High,SMM,GLM,matRRfit,0.929058689,0.857269161,1.168751735,1.119151205,1.08640936,0.767501199,0.974713118,1.171877845
Intensity: High,SMM,GLM,matRRlow,0.768944357,0.698311168,0.972077816,0.927906749,0.898902522,0.628338463,0.791551261,0.980797481
Intensity: High,SMM,GLM,matRRhigh,1.122513013,1.052411086,1.405217356,1.349811735,1.313029242,0.937485328,1.200257911,1.400184758
Intensity: Moderate,GDM,GLM,matRRfit,0.882410374,1.168572172,1.021510134,1.145161104,0.95979701,0.996068171,0.984247721,1.168702375
Intensity: Moderate,GDM,GLM,matRRlow,0.745152683,1.00675815,0.880157933,0.993657133,0.8257591,0.8578571,0.84281514,1.003148359
Intensity: Moderate,GDM,GLM,matRRhigh,1.044951037,1.356394205,1.185563312,1.319765047,1.115592066,1.156546703,1.149414065,1.361578505
Intensity: Moderate,PTB,GLM,matRRfit,1.119277386,1.096743764,0.894481045,1.047245195,1.074217942,1.013531058,0.987762188,0.990524449
Intensity: Moderate,PTB,GLM,matRRlow,0.966174289,0.949507729,0.77103281,0.909045635,0.93359184,0.878828934,0.850848061,0.847907331
Intensity: Moderate,PTB,GLM,matRRhigh,1.296641695,1.266811052,1.037694284,1.206454831,1.236026429,1.168879592,1.146707837,1.157129615
Intensity: Moderate,HDP,GLM,matRRfit,0.898570981,1.128911533,1.053167635,0.898672422,1.111484085,1.017015649,0.941937831,0.856574486
Intensity: Moderate,HDP,GLM,matRRlow,0.771259001,0.982492302,0.917112218,0.781186453,0.973713864,0.885901764,0.81375126,0.731447951
Intensity: Moderate,HDP,GLM,matRRhigh,1.046898391,1.297151384,1.209407143,1.033827608,1.268747336,1.167534452,1.090317055,1.003106029
Intensity: Moderate,SMI,GLM,matRRfit,0.971617205,1.317771648,0.323539438,4.274650966,0.568367697,0.759142462,0.929963725,1.636411608
Intensity: Moderate,SMI,GLM,matRRlow,0.719369145,1.021045985,0.235563384,3.50316064,0.427825551,0.57673111,0.698066025,1.275200287
Intensity: Moderate,SMI,GLM,matRRhigh,1.312316494,1.700728608,0.444371982,5.216044241,0.755078415,0.999247773,1.238897896,2.099939106
Intensity: Moderate,PMAD,GLM,matRRfit,0.839048886,1.009902095,1.030374007,0.932891393,0.972667237,1.033774449,1.036101153,0.861076832
Intensity: Moderate,PMAD,GLM,matRRlow,0.677848632,0.829394076,0.850517457,0.771128002,0.808034704,0.860529853,0.857222661,0.701172731
Intensity: Moderate,PMAD,GLM,matRRhigh,1.038584427,1.229695595,1.24826432,1.128588704,1.170842724,1.241897196,1.252306605,1.057447441
Intensity: Moderate,MDP,GLM,matRRfit,0.923385427,0.968997665,0.99703649,1.028140359,0.930525452,0.956606498,0.985245599,0.953995878
Intensity: Moderate,MDP,GLM,matRRlow,0.778047866,0.821629995,0.849123682,0.879816906,0.793722873,0.815888024,0.837623002,0.807221593
Intensity: Moderate,MDP,GLM,matRRhigh,1.09587171,1.142797221,1.17071492,1.201468841,1.090906721,1.121595077,1.158885188,1.12745762
Intensity: Moderate,SUB,GLM,matRRfit,0.958141266,1.056999667,0.777275132,1.282722882,0.990161688,1.101391961,0.979964201,1.118971067
Intensity: Moderate,SUB,GLM,matRRlow,0.810570728,0.902411328,0.658502723,1.113974256,0.853554541,0.953099177,0.840000516,0.958591509
Intensity: Moderate,SUB,GLM,matRRhigh,1.132578139,1.238069892,0.917470209,1.477034128,1.148632129,1.272757632,1.143249101,1.30618333
Intensity: Moderate,SMM,GLM,matRRfit,1.316945632,0.885754081,1.033419078,0.781373492,1.555961976,1.04244558,0.656687621,1.046765725
Intensity: Moderate,SMM,GLM,matRRlow,1.032728726,0.67725273,0.802413567,0.59834675,1.250636958,0.813963386,0.486692033,0.795463875
Intensity: Moderate,SMM,GLM,matRRhigh,1.679381773,1.158445374,1.330928383,1.020385812,1.935827703,1.335063477,0.886060592,1.377458508
Intensity: Low,GDM,GLM,matRRfit,0.977781763,1.041809641,0.94919455,0.979782391,1.06746299,0.99236008,0.881123874,1.031568711
Intensity: Low,GDM,GLM,matRRlow,0.901615033,0.959753411,0.87490249,0.903834848,0.985179641,0.911857875,0.804681282,0.947505158
Intensity: Low,GDM,GLM,matRRhigh,1.060382915,1.130881448,1.029795096,1.062111664,1.15661874,1.07996932,0.964828309,1.123090462
Intensity: Low,PTB,GLM,matRRfit,1.047411944,0.993961779,0.949974933,1.086748236,0.984084548,0.965003652,0.968848332,1.005280251
Intensity: Low,PTB,GLM,matRRlow,0.971432173,0.919412057,0.879875812,1.008578341,0.911359122,0.890667299,0.890534427,0.927590859
Intensity: Low,PTB,GLM,matRRhigh,1.129334411,1.074556299,1.025658803,1.170976691,1.06261338,1.045544222,1.054049188,1.089476436
Intensity: Low,HDP,GLM,matRRfit,1.039939844,0.956896237,0.915577022,1.047803259,0.96435548,1.012978347,0.901289868,1.023926335
Intensity: Low,HDP,GLM,matRRlow,0.967708839,0.887614111,0.85017815,0.974883436,0.895958209,0.939010063,0.831343452,0.949069385
Intensity: Low,HDP,GLM,matRRhigh,1.117562262,1.031586132,0.986006619,1.126177377,1.037974185,1.092773307,0.977121337,1.104687557
Intensity: Low,SMI,GLM,matRRfit,1.450607103,0.624240367,1.047731846,1.529435726,0.945257043,0.613202666,0.912432457,1.453895399
Intensity: Low,SMI,GLM,matRRlow,1.208515601,0.502530094,0.861749308,1.275541335,0.77482445,0.48877247,0.731887626,1.200155636
Intensity: Low,SMI,GLM,matRRhigh,1.741194707,0.775428259,1.273853094,1.833867375,1.153178475,0.76930992,1.137514775,1.761281427
Intensity: Low,PMAD,GLM,matRRfit,1.040251339,0.985502945,0.96847807,1.028796795,1.027094289,1.051876979,0.959190883,1.005871907
Intensity: Low,PMAD,GLM,matRRlow,0.946874911,0.893835878,0.880228041,0.936890169,0.934696034,0.954566312,0.865164542,0.911495942
Intensity: Low,PMAD,GLM,matRRhigh,1.142836118,1.086570901,1.065575882,1.129719234,1.128626462,1.159107717,1.063436033,1.110019526
Intensity: Low,MDP,GLM,matRRfit,1.033858347,0.961907877,0.943541887,1.058746913,1.017191158,1.038745889,0.957791907,0.947892239
Intensity: Low,MDP,GLM,matRRlow,0.953030284,0.883763188,0.868537723,0.97692602,0.937604313,0.954996941,0.875955536,0.869469835
Intensity: Low,MDP,GLM,matRRhigh,1.121541572,1.046962328,1.025023173,1.147420585,1.103533588,1.129839244,1.047273862,1.033388003
Intensity: Low,SUB,GLM,matRRfit,0.991354516,1.023126594,0.951527296,1.015953119,0.942290998,1.027134339,0.981385496,1.069154971
Intensity: Low,SUB,GLM,matRRlow,0.913401907,0.9413742,0.876329294,0.937299413,0.868303532,0.945366872,0.899524284,0.984691679
Intensity: Low,SUB,GLM,matRRhigh,1.075959848,1.111978667,1.033178053,1.10120707,1.022582878,1.115974106,1.070696488,1.160863218
Intensity: Low,SMM,GLM,matRRfit,0.91807627,0.915099172,0.854213829,1.039701158,0.955481931,1.040052418,0.870894683,1.036686321
Intensity: Low,SMM,GLM,matRRlow,0.783054151,0.777130392,0.727236195,0.891238053,0.817494634,0.888082099,0.736010072,0.886596549
Intensity: Low,SMM,GLM,matRRhigh,1.076380268,1.077562406,1.003362141,1.212895359,1.116760505,1.21802819,1.030498871,1.212184425
Urban,GDM,GLM,matRRfit,0.957804679,1.001537989,1.063397003,0.996682189,0.978523898,0.909648976,1.00268331,1.041493433
Urban,GDM,GLM,matRRlow,0.886868104,0.918379426,0.978749528,0.918424739,0.901374599,0.835893946,0.918434739,0.964615394
Urban,GDM,GLM,matRRhigh,1.034415151,1.092226497,1.155365243,1.081607826,1.062276461,0.989911774,1.094660053,1.124498507
Urban,PTB,GLM,matRRfit,0.994528602,0.931316488,1.044968551,1.030505687,0.988868855,0.961988978,1.069730229,0.94136121
Urban,PTB,GLM,matRRlow,0.927467464,0.860589213,0.969557839,0.957416708,0.918428186,0.891967284,0.989027794,0.87792653
Urban,PTB,GLM,matRRhigh,1.066438639,1.007856464,1.126244591,1.109174264,1.06471211,1.037507553,1.1570178,1.009379371
Urban,HDP,GLM,matRRfit,0.995210633,0.933973477,1.056775523,0.994362678,1.036727407,0.952967633,1.001911295,0.993007302
Urban,HDP,GLM,matRRlow,0.932466619,0.867636879,0.985249877,0.92795297,0.96750405,0.887643016,0.930498225,0.930375894
Urban,HDP,GLM,matRRhigh,1.062176581,1.005381949,1.133493678,1.06552505,1.110903583,1.023099707,1.078805113,1.059854956
Urban,SMI,GLM,matRRfit,1.248507787,0.94490365,0.942441612,0.773891626,1.823776337,0.789911186,0.955577988,0.855212828
Urban,SMI,GLM,matRRlow,1.00729277,0.73490798,0.739911623,0.609259884,1.457631426,0.620463017,0.74083015,0.678067303
Urban,SMI,GLM,matRRhigh,1.547486234,1.214904357,1.200408489,0.983009492,2.281893809,1.005635573,1.23257577,1.078637737
Urban,PMAD,GLM,matRRfit,0.951823292,0.983473551,1.072812755,0.988518239,0.935473197,0.974950627,1.040614689,0.977460829
Urban,PMAD,GLM,matRRlow,0.869275918,0.887914776,0.97277066,0.897185668,0.848155765,0.882245662,0.938255199,0.89223388
Urban,PMAD,GLM,matRRhigh,1.042209453,1.089316511,1.183143422,1.08914837,1.031779937,1.077396881,1.154141147,1.070828728
Urban,MDP,GLM,matRRfit,0.937690786,0.971791419,1.06721588,1.020055997,0.982071439,0.976530124,1.027291986,0.987789587
Urban,MDP,GLM,matRRlow,0.870753811,0.894393547,0.98600381,0.943401305,0.907784767,0.901081983,0.944942396,0.917687964
Urban,MDP,GLM,matRRhigh,1.00977337,1.055887047,1.15511697,1.102939153,1.062437204,1.058295582,1.116818156,1.06324623
Urban,SUB,GLM,matRRfit,0.991436521,1.007498119,1.012851707,1.049590803,1.070850837,0.900678295,1.00433832,1.032350337
Urban,SUB,GLM,matRRlow,0.917329793,0.922975197,0.93136954,0.966621228,0.986188123,0.827143647,0.918946358,0.954757237
Urban,SUB,GLM,matRRhigh,1.07152998,1.099761363,1.101462454,1.139682041,1.162781712,0.980750314,1.097665226,1.116249426
Urban,SMM,GLM,matRRfit,1.012512107,0.864013798,1.246027483,0.935355636,0.915673056,1.082769405,0.940611474,1.087732888
Urban,SMM,GLM,matRRlow,0.867035357,0.724723515,1.057420995,0.79268177,0.775552687,0.91593082,0.788602868,0.933876467
Urban,SMM,GLM,matRRhigh,1.182397878,1.03007537,1.468274695,1.103709204,1.081109201,1.279997965,1.121920781,1.266937198
Suburban,GDM,GLM,matRRfit,0.928513304,1.452069486,0.733917809,0.943391193,1.141702421,0.963649347,0.950189502,1.054970328
Suburban,GDM,GLM,matRRlow,0.781155193,1.202466008,0.604312051,0.780536327,0.945448599,0.795080337,0.78020205,0.88655
Suburban,GDM,GLM,matRRhigh,1.103669237,1.753484738,0.891319889,1.140224885,1.378694114,1.167957528,1.157213173,1.255385926
Suburban,PTB,GLM,matRRfit,0.999938128,0.955881625,1.140644702,0.949425521,0.981435238,0.930607539,1.174136659,0.98941247
Suburban,PTB,GLM,matRRlow,0.856762205,0.804050777,0.966464983,0.804221516,0.831236257,0.786011401,0.989530631,0.84951254
Suburban,PTB,GLM,matRRhigh,1.16704058,1.136383058,1.346215702,1.120846436,1.158774196,1.101803856,1.393182638,1.152351482
Suburban,HDP,GLM,matRRfit,0.925744397,1.078476031,1.164408233,0.876138897,1.021673953,0.999997356,1.086998891,0.954757466
Suburban,HDP,GLM,matRRlow,0.797536798,0.913965603,0.991529432,0.745383306,0.869291585,0.848706587,0.920021028,0.822527636
Suburban,HDP,GLM,matRRhigh,1.074561941,1.272597727,1.367429436,1.029831713,1.200768169,1.178257278,1.284282155,1.108244611
Suburban,SMI,GLM,matRRfit,0.430897704,1.415058186,1.171532306,0.943942506,1.708320069,0.255066504,1.242443598,1.407958569
Suburban,SMI,GLM,matRRlow,0.247212533,0.833596848,0.687080175,0.554432863,1.03338163,0.138061828,0.705179693,0.872712051
Suburban,SMI,GLM,matRRhigh,0.751065609,2.402108016,1.997565923,1.607097113,2.824084901,0.471230335,2.189039347,2.271479269
Suburban,PMAD,GLM,matRRfit,0.956034766,0.982057317,0.930854282,0.950474834,1.098352003,0.832689567,1.364242598,0.792717047
Suburban,PMAD,GLM,matRRlow,0.779471299,0.780942945,0.743952979,0.762209063,0.883744113,0.666533708,1.095979165,0.647120326
Suburban,PMAD,GLM,matRRhigh,1.172592853,1.234964195,1.164710294,1.185242282,1.365075145,1.04026534,1.698169022,0.971071827
Suburban,MDP,GLM,matRRfit,1.01954574,0.981625125,0.936499258,1.008161217,1.000105442,0.948812998,1.349680254,0.759524863
Suburban,MDP,GLM,matRRlow,0.853504887,0.802782608,0.769127654,0.831133953,0.824847637,0.78115687,1.113213495,0.633963211
Suburban,MDP,GLM,matRRhigh,1.217888184,1.200309867,1.140292974,1.222894379,1.21260079,1.152452395,1.636376848,0.909955037
Suburban,SUB,GLM,matRRfit,0.950195322,1.046756607,1.02561748,0.85208129,1.05106397,0.84882489,1.159759854,1.008696857
Suburban,SUB,GLM,matRRlow,0.821376574,0.890791212,0.876612044,0.727899333,0.89941659,0.723800408,0.988720762,0.875154466
Suburban,SUB,GLM,matRRhigh,1.09921707,1.230029416,1.199950677,0.997449088,1.228280068,0.995445272,1.360387049,1.162616875
Suburban,SMM,GLM,matRRfit,0.947494615,1.198890761,0.664376624,1.393280595,1.235964915,0.646704855,1.432223477,0.741556251
Suburban,SMM,GLM,matRRlow,0.729066436,0.896911552,0.495911787,1.059678158,0.93676571,0.480872208,1.070960371,0.563160033
Suburban,SMM,GLM,matRRhigh,1.231363838,1.602542697,0.890070191,1.831906038,1.630727144,0.869726224,1.915350132,0.97646431
Rural,GDM,GLM,matRRfit,0.887393069,0.999237876,1.013374546,0.909894853,0.967550018,0.868769921,1.288560742,0.978367865
Rural,GDM,GLM,matRRlow,0.684516601,0.749158119,0.767640969,0.69007587,0.734378952,0.658482922,0.977962294,0.766464961
Rural,GDM,GLM,matRRhigh,1.150397897,1.332797853,1.337771188,1.19973568,1.274754722,1.146212226,1.697804501,1.248855106
Rural,PTB,GLM,matRRfit,0.935475002,1.175312816,0.920507202,1.032156737,1.130102252,0.945918758,1.080334419,0.956977731
Rural,PTB,GLM,matRRlow,0.743636419,0.908223697,0.714145948,0.804686562,0.882203463,0.734361597,0.833067707,0.760091905
Rural,PTB,GLM,matRRhigh,1.17680288,1.52094712,1.186499078,1.323928572,1.447660492,1.218421961,1.400993518,1.204862691
Rural,HDP,GLM,matRRfit,1.064339187,0.978426622,1.057199304,0.958578501,0.875776045,1.241223275,1.025103535,0.91324307
Rural,HDP,GLM,matRRlow,0.862883902,0.769325718,0.83836229,0.75974659,0.693583317,0.986669947,0.807901245,0.73852239
Rural,HDP,GLM,matRRhigh,1.312827719,1.244360655,1.333159163,1.209446353,1.105827752,1.561449423,1.300700134,1.129299418
Rural,SMI,GLM,matRRfit,1.883858207,2.572651689,1.94E-06,2.142703141,0.21992085,2.636598638,0.407713282,10.17206578
Rural,SMI,GLM,matRRlow,1.343787453,1.768467923,0,1.317585877,0.139196975,1.970792693,0.298124047,7.862654517
Rural,SMI,GLM,matRRhigh,2.640984433,3.742525735,Inf,3.484537007,0.347458557,3.527338214,0.557587091,13.15979507
Rural,PMAD,GLM,matRRfit,0.914044784,1.195430266,0.745959245,1.146934715,1.010864301,1.182830273,1.374391161,0.839313048
Rural,PMAD,GLM,matRRlow,0.692874228,0.876395498,0.550008297,0.859036407,0.757978132,0.889976377,1.033154172,0.649062203
Rural,PMAD,GLM,matRRhigh,1.205814611,1.63060345,1.011721455,1.531319545,1.348121524,1.572050104,1.828334157,1.085329554
Rural,MDP,GLM,matRRfit,1.002544575,1.00297497,0.843786603,0.997485123,1.046514075,1.157378756,1.208977805,0.939519048
Rural,MDP,GLM,matRRlow,0.793295391,0.768901215,0.652818336,0.778831654,0.819887594,0.908301248,0.945088165,0.754898316
Rural,MDP,GLM,matRRhigh,1.266987853,1.308306932,1.090618618,1.277524567,1.335782755,1.474759159,1.546551303,1.169291312
Rural,SUB,GLM,matRRfit,0.918036702,0.988090453,0.837157976,1.429685437,0.951503692,0.985777557,1.36392763,0.876810998
Rural,SUB,GLM,matRRlow,0.733787759,0.770294912,0.660620216,1.141027445,0.754212307,0.779880822,1.078716807,0.710858552
Rural,SUB,GLM,matRRhigh,1.148549259,1.267466172,1.06087198,1.791368348,1.200403743,1.246033194,1.724547693,1.081505629
Rural,SMM,GLM,matRRfit,1.389433962,0.671351968,1.028481889,1.631240972,0.609257464,1.218886483,1.105009896,1.447805297
Rural,SMM,GLM,matRRlow,0.958753689,0.435705468,0.696567096,1.115298664,0.405646738,0.821904563,0.735621368,1.02837951
Rural,SMM,GLM,matRRhigh,2.013579459,1.034445282,1.518554352,2.385860572,0.915068758,1.807611643,1.659884997,2.038294381
ICE Race,GDM,GLM,matRRfit,1.053244707,1.014810168,0.973671059,1.015695723,0.841201396,1.213198314,0.98819655,0.872647723
ICE Race,GDM,GLM,matRRlow,0.953068556,0.905043755,0.872104101,0.911914477,0.754197498,1.088503762,0.882158908,0.787518507
ICE Race,GDM,GLM,matRRhigh,1.163950282,1.137889381,1.087066705,1.131287887,0.938242027,1.352177366,1.106980174,0.966979241
ICE Race,PTB,GLM,matRRfit,0.967744941,1.046608849,0.991207019,1.007676256,0.965411314,1.033312045,1.047979353,0.989853624
ICE Race,PTB,GLM,matRRlow,0.885545136,0.94734632,0.900474463,0.917170716,0.878652535,0.939462891,0.950129858,0.907513663
ICE Race,PTB,GLM,matRRhigh,1.057574857,1.156272061,1.091081861,1.107112797,1.060736717,1.136536412,1.155905917,1.079664402
ICE Race,HDP,GLM,matRRfit,0.956363813,1.043577839,0.961260973,1.036180984,0.971359055,1.125898957,0.911361076,0.940392323
ICE Race,HDP,GLM,matRRlow,0.877091717,0.946948199,0.875119221,0.945377302,0.885885246,1.026181824,0.826875879,0.862111361
ICE Race,HDP,GLM,matRRhigh,1.042800571,1.150067878,1.05588203,1.135706378,1.065079724,1.235305901,1.00447846,1.02578131
ICE Race,SMI,GLM,matRRfit,0.805437856,0.763147141,1.341402058,0.81841863,1.248912755,1.011700224,0.974632317,0.957485122
ICE Race,SMI,GLM,matRRlow,0.581312151,0.53670472,0.976001775,0.592720908,0.913738232,0.736447023,0.700853168,0.714873434
ICE Race,SMI,GLM,matRRhigh,1.115975536,1.085128444,1.843602674,1.130058083,1.70703492,1.389831598,1.355359721,1.282433667
ICE Race,PMAD,GLM,matRRfit,1.187555646,0.963061933,0.84598928,1.012317346,0.889013341,1.090291596,0.970749683,1.032156789
ICE Race,PMAD,GLM,matRRlow,1.039414268,0.8238208,0.727199687,0.874247599,0.767120663,0.940726934,0.832899985,0.903010653
ICE Race,PMAD,GLM,matRRhigh,1.356810711,1.125837422,0.984183403,1.17219242,1.030274322,1.263635304,1.131414293,1.179773056
ICE Race,MDP,GLM,matRRfit,0.987423334,1.06262678,0.915088862,0.993022575,0.936908784,1.057979821,0.983721053,0.994226683
ICE Race,MDP,GLM,matRRlow,0.88774309,0.941717673,0.813678687,0.885643815,0.835381029,0.942504713,0.872857112,0.894988666
ICE Race,MDP,GLM,matRRhigh,1.098296175,1.19905966,1.029137961,1.113420338,1.050775682,1.18760287,1.108666122,1.104468398
ICE Race,SUB,GLM,matRRfit,1.094545132,0.977707553,0.992070018,0.980505793,1.014181731,0.996793363,1.04693164,0.991859697
ICE Race,SUB,GLM,matRRlow,0.993026679,0.874769728,0.891663852,0.882877198,0.913470144,0.896523281,0.938935759,0.900343751
ICE Race,SUB,GLM,matRRhigh,1.206441954,1.092758503,1.10378246,1.088930161,1.125996937,1.108277976,1.167349149,1.092677833
